STATE ABBREVIATION,STATE,D,FEC ID#,CANDIDATE NAME (First),CANDIDATE NAME (Last),TOTAL VOTES,PARTY,PRIMARY VOTES,GENERAL VOTES 
OK,Oklahoma,5,H4OK05140,Mike,Turner,,R,7760,
OK,Oklahoma,5,H0OK05130,Shane David,Jett,,R,7022,
OK,Oklahoma,5,H4OK05157,Harvey,Sparks,,R,2898,
OK,Oklahoma,5,n/a,,,Party Votes:,R,54961,
OK,Oklahoma,5,H4OK05124,Al,McAffrey,,D,8507,57790
OK,Oklahoma,5,H0OK05155,Tom,Guild,,D,11603,
OK,Oklahoma,5,H4OK05165,Leona,Leonard,,D,7431,
OK,Oklahoma,5,n/a,,,Party Votes:,D,27541,
OK,Oklahoma,5,H6OK04098,Robert T.,Murphy,,IND,,2176
OK,Oklahoma,5,H4OK05173,Tom,Boggs,,IND,,2065
OK,Oklahoma,5,H4OK05181,Buddy,Ray,,IND,,1470
OK,Oklahoma,5,n/a,,,District Votes:,,82502,159133
OK,Oklahoma,,n/a,,,,,,
OK,Oklahoma,H,n/a,,,Total State Votes:,,312627,653413
OK,Oklahoma,,n/a,,,,,,
OK,Oklahoma,,n/a,,,,,,
,,,n/a,,,,,,
OR,Oregon,1,H2OR01133 ,Suzanne ,Bonamici,,D/WF*,50903,160038
OR,Oregon,1,n/a,,Scattered,,W(D),601,
OR,Oregon,1,n/a,,,Party Votes:,D,51504,
OR,Oregon,1,H4OR01113,Jason,Yates,,R/CON*,16466,96245
OR,Oregon,1,H2OR01190,Delinda Delgado,Morgan,,R,15521,
OR,Oregon,1,H4OR02186,Bob,Niemeyer,,R,6637,
OR,Oregon,1,n/a,,Scattered,,W(R),312,
OR,Oregon,1,n/a,,,Party Votes:,R,38936,
OR,Oregon,1,H2OR01224,James,Foster,,LIB,*,11213
OR,Oregon,1,H2OR01216,Steven C.,Reynolds,,PRO/PG,*,11163
OR,Oregon,1,n/a,,,,,,
OR,Oregon,1,n/a,,Scattered,,W,,594
OR,Oregon,1,n/a,,,District Votes:,,90440,279253
OR,Oregon,,n/a,,,,,,
OR,Oregon,,n/a,,,,,,
OR,Oregon,2,H6OR02116 ,Greg ,Walden,,R,64603,202374
OR,Oregon,2,H4OR02160,Dennis B.,Linthicum,,R,20745,
OR,Oregon,2,n/a,,Scattered,,W(R),185,
OR,Oregon,2,n/a,,,Party Votes:,R,85533,
OR,Oregon,2,H4OR02178 ,Aelea ,Christofferson,,D,24407,73785
OR,Oregon,2,H4OR02194,Barney ,Spera,,D,7996,
OR,Oregon,2,H2OR02149,C. F. (Frank),Vulliet,,D,6103,
OR,Oregon,2,n/a,,Scattered,,W(D),1007,
OR,Oregon,2,n/a,,,Party Votes:,D,39513,
OR,Oregon,2,H4OR02202,Sharon L.,Durbin,,LIB,*,10491
OR,Oregon,2,n/a,,,,,,
OR,Oregon,2,n/a,,Scattered,,W,,775
OR,Oregon,2,n/a,,,District Votes:,,125046,287425
OR,Oregon,,n/a,,,,,,
OR,Oregon,3,H6OR03064 ,Earl ,Blumenauer,,D,69753,211748
OR,Oregon,3,n/a,,Scattered,,W(D),969,
OR,Oregon,3,n/a,,,Party Votes:,D,70722,
OR,Oregon,3,H4OR03101,James,Buchal,,R/CON*/IP*,15083,57424
OR,Oregon,3,n/a,,Scattered,,W(R),338,
OR,Oregon,3,n/a,,,Party Votes:,R,15421,
OR,Oregon,3,H8OR03052,Michael,Meo,,PG,*,12106
OR,Oregon,3,H4OR03127,Jeffrey J.,Langan,,LIB,*,6381
OR,Oregon,3,H4OR03135,David ,Walker,,NAF,,4009
OR,Oregon,3,n/a,,,,,,
OR,Oregon,3,n/a,,,,,,
OR,Oregon,3,n/a,,Scattered,,W,,1089
OR,Oregon,3,n/a,,,District Votes:,,86143,292757
OR,Oregon,,n/a,,,,,,
OR,Oregon,4,H6OR04047,Peter A.,DeFazio,,D/PRO/WF*,57970,181624
OR,Oregon,4,n/a,,Scattered,,W(D),1016,
OR,Oregon,4,n/a,,,Party Votes:,D,58986,
OR,Oregon,4,H0OR04081,Art,Robinson,,R/CON*,45391,116534
OR,Oregon,4,n/a,,Scattered,,W(R),1255,
OR,Oregon,4,n/a,,,Party Votes:,R,46646,
OR,Oregon,4,n/a,,,,,,
OR,Oregon,4,H8OR04134,Mike,Beilstein,,PG,*,6863
OR,Oregon,4,H4OR04109,David L.,Chester,,LIB,*,4676
OR,Oregon,4,n/a,,Scattered,,W,,482
OR,Oregon,4,n/a,,,District Votes:,,105632,310179
OR,Oregon,,n/a,,,,,,
OR,Oregon,5,H8OR05107 ,Kurt,Schrader,,D,42041,150944
OR,Oregon,5,H4OR05254 ,Anita,Brown,,D,8106,
OR,Oregon,5,n/a,,Scattered,,W(D),445,
OR,Oregon,5,n/a,,,Party Votes:,D,50592,
OR,Oregon,5,n/a,,,,,,
OR,Oregon,5,H4OR05239 ,Tootie ,Smith,,R,31883,110332
OR,Oregon,5,H4OR05213,Ben,Pollock,,R,18595,
OR,Oregon,5,n/a,,Scattered,,W(R),268,
OR,Oregon,5,n/a,,,Party Votes:,R,50746,
OR,Oregon,5,n/a,,,,,,
OR,Oregon,5,H4OR05247,Marvin,Sannes,,IP,*,7674
OR,Oregon,5,H2OR05175,Raymond,Baldwin,,CON,*,6208
OR,Oregon,5,H4OR05262,Daniel K.,Souza,,LIB,*,5198
OR,Oregon,5,n/a,,,,,,
OR,Oregon,5,n/a,,Scattered,,W,,732
OR,Oregon,5,n/a,,,District Votes:,,101338,281088
OR,Oregon,,n/a,,,,,,
OR,Oregon,H,n/a,,,Total State Votes:,,508599,1450702
OR,Oregon,,n/a,,,,,,
,,,n/a,,,,,,
PA,Pennsylvania,1,H8PA01153 ,Robert A.,Brady,,D,47565,131248
PA,Pennsylvania,1,n/a,,Scattered,,W(D),60,
PA,Pennsylvania,1,n/a,,,Party Votes:,D,47625,
PA,Pennsylvania,1,H4PA01103,Megan,Rath,,R,6995,27193
PA,Pennsylvania,1,n/a,,Scattered,,W(R),19,
PA,Pennsylvania,1,n/a,,,Party Votes:,R,7014,
PA,Pennsylvania,1,n/a,,,District Votes:,,54639,158441
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,2,H2PA02055,Chaka ,Fattah,,D,82167,181141
PA,Pennsylvania,2,n/a,,Scattered,,W(D),71,
PA,Pennsylvania,2,n/a,,,Party Votes:,D,82238,
PA,Pennsylvania,2,H4PA02051,Armond,James,,R,3117,25397
PA,Pennsylvania,2,n/a,,Scattered,,W(R),6,
PA,Pennsylvania,2,n/a,,,Party Votes:,R,3123,
PA,Pennsylvania,2,n/a,,,District Votes:,,85361,206538
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,3,H0PA03271,Mike,Kelly,,R,33475,113859
PA,Pennsylvania,3,n/a,,Scattered,,W(R),279,
PA,Pennsylvania,3,n/a,,,Party Votes:,R,33754,
PA,Pennsylvania,3,H4PA03109,Dan,Lavallee,,D,30153,73931
PA,Pennsylvania,3,n/a,,Scattered,,W(D),355,
PA,Pennsylvania,3,n/a,,,Party Votes:,D,30508,
PA,Pennsylvania,3,n/a,,,District Votes:,,64262,187790
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,4,H2PA04135,Scott,Perry,,R,35020,147090
PA,Pennsylvania,4,n/a,,Scattered,,W(R),191,
PA,Pennsylvania,4,n/a,,,Party Votes:,R,35211,
PA,Pennsylvania,4,H4PA00048,Linda Deliah,Thompson,,D,24312,50250
PA,Pennsylvania,4,n/a,,Scattered,,W(D),600,
PA,Pennsylvania,4,n/a,,,Party Votes:,D,24912,
PA,Pennsylvania,4,n/a,,,District Votes:,,60123,197340
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,5,H8PA05071,Glenn GT,Thompson,,R,37564,115018
PA,Pennsylvania,5,n/a,,Scattered,,W(R),416,
PA,Pennsylvania,5,n/a,,,Party Votes:,R,37980,
PA,Pennsylvania,5,H4PA05062,Kerith Strano ,Taylor,,D,18172,65839
PA,Pennsylvania,5,H4PA05054,Thomas,Tarantella,,D,15603,
PA,Pennsylvania,5,n/a,,Scattered,,W(D),335,
PA,Pennsylvania,5,n/a,,,Party Votes:,D,34110,
PA,Pennsylvania,5,n/a,,,District Votes:,,72090,180857
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,6,H0PA06076,Ryan,Costello,,R,24313,119643
PA,Pennsylvania,6,n/a,,Scattered,,W(R),15,
PA,Pennsylvania,6,n/a,,,Party Votes:,R,24328,
PA,Pennsylvania,6,H0PA06084,Manan,Trivedi,,D,27359,92901
PA,Pennsylvania,6,n/a,,Scattered,,W(D),24,
PA,Pennsylvania,6,n/a,,,Party Votes:,D,27383,
PA,Pennsylvania,6,n/a,,,District Votes:,,51711,212544
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,7,H0PA07082,Patrick L.,Meehan,,R,31020,145869
PA,Pennsylvania,7,n/a,,Scattered,,W(R),37,
PA,Pennsylvania,7,n/a,,,Party Votes:,R,31057,
PA,Pennsylvania,7,H4PA07092,Mary Ellen,Balchunis,,D,29444,89256
PA,Pennsylvania,7,n/a,,Scattered,,W(D),29,
PA,Pennsylvania,7,n/a,,,Party Votes:,D,29473,
PA,Pennsylvania,7,n/a,,,District Votes:,,60530,235125
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,8,H4PA08074,Michael G.,Fitzpatrick,,R,22170,137731
PA,Pennsylvania,8,n/a,,Scattered,,W(R),0,
PA,Pennsylvania,8,n/a,,,Party Votes:,R,22170,
PA,Pennsylvania,8,H4PA08108,Kevin,Strouse,,D,18440,84767
PA,Pennsylvania,8,H4PA08116,Shaughnessy,Naughton,,D,17623,
PA,Pennsylvania,8,n/a,,Scattered,,W(D),0,
PA,Pennsylvania,8,n/a,,,Party Votes:,D,36063,
PA,Pennsylvania,8,n/a,,,District Votes:,,58233,222498
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,9,H2PA09035,Bill,Shuster,,R,24465,110094
PA,Pennsylvania,9,H4PA09056,Arthur L.,Halvorson,,R,16021,
PA,Pennsylvania,9,H2PA09092,Travis G.,Schooley,,R,5885,
PA,Pennsylvania,9,n/a,,Scattered,,W(R),153,
PA,Pennsylvania,9,n/a,,,Party Votes:,R,46524,
PA,Pennsylvania,9,H2PA09043,Alanna,Hartzok,,D,30938,63223
PA,Pennsylvania,9,n/a,,Scattered,,W(D),802,
PA,Pennsylvania,9,n/a,,,Party Votes:,D,31740,
PA,Pennsylvania,9,n/a,,,District Votes:,,78264,173317
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,10,H0PA10078,Tom,Marino,,R,32538,112851
PA,Pennsylvania,10,n/a,,Scattered,,W(R),271,
PA,Pennsylvania,10,n/a,,,Party Votes:,R,32809,
PA,Pennsylvania,10,H4PA10054,Scott F.,Brion,,D,22860,44737
PA,Pennsylvania,10,n/a,,Scattered,,W(D),257,
PA,Pennsylvania,10,n/a,,,Party Votes:,D,23117,
PA,Pennsylvania,10,H4PA10062,Nicholas,Troiano,,IND,,22734
PA,Pennsylvania,10,n/a,,,District Votes:,,55926,180322
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,11,H2PA11098,Lou,Barletta,,R,29772,122464
PA,Pennsylvania,11,n/a,,Scattered,,W(R),116,
PA,Pennsylvania,11,n/a,,,Party Votes:,R,29888,
PA,Pennsylvania,11,H4PA11052,Andy,Ostrowski,,D,28567,62228
PA,Pennsylvania,11,n/a,,Scattered,,W(D),520,
PA,Pennsylvania,11,n/a,,,Party Votes:,D,29087,
PA,Pennsylvania,11,n/a,,,District Votes:,,58975,184692
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,12,H0PA04220,Keith ,Rothfus,,R,23291,127993
PA,Pennsylvania,12,n/a,,Scattered,,W(R),177,
PA,Pennsylvania,12,n/a,,,Party Votes:,R,23468,
PA,Pennsylvania,12,H4PA12043,Erin,McClelland,,D,32971,87928
PA,Pennsylvania,12,H4PA12050,John A.,Hugya,,D,15547,
PA,Pennsylvania,12,n/a,,Scattered,,W(D),204,
PA,Pennsylvania,12,n/a,,,Party Votes:,D,48722,
PA,Pennsylvania,12,n/a,,,District Votes:,,72190,215921
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,13,H4PA13199,Brendan F.,Boyle,,D,24775,123601
PA,Pennsylvania,13,H2PA13078,Marjorie,Margolies,,D,16723,
PA,Pennsylvania,13,H4PA13181,Daylin B.,Leach,,D,10130,
PA,Pennsylvania,13,H4PA13165,Valerie,Arkoosh,,D,9386,
PA,Pennsylvania,13,n/a,,Scattered,,W(D),5,
PA,Pennsylvania,13,n/a,,,Party Votes:,D,61019,
PA,Pennsylvania,13,H0PA13080,Carson Dee,Adcock,,R,10211,60549
PA,Pennsylvania,13,H4PA13215,Beverly A.,Plosa-Bowser,,R,5312,
PA,Pennsylvania,13,n/a,,Scattered,,W(R),4,
PA,Pennsylvania,13,n/a,,,Party Votes:,R,15527,
PA,Pennsylvania,13,n/a,,,District Votes:,,76546,184150
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,14,H4PA18131,Mike,Doyle,,D,57039,148351
PA,Pennsylvania,14,H2PA14092,Janis C.,Brooks,,D,10806,
PA,Pennsylvania,14,n/a,,Scattered,,W(D),8,
PA,Pennsylvania,14,n/a,,,Party Votes:,D,67853,
PA,Pennsylvania,14,n/a,,Scattered,,W(R),32,
PA,Pennsylvania,14,n/a,,,Party Votes:,R,32,
PA,Pennsylvania,14,n/a,,,District Votes:,,67885,148351
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,15,H4PA15087,Charles W.,Dent,,R,20700,128285
PA,Pennsylvania,15,n/a,,Scattered,,W(R),13,
PA,Pennsylvania,15,n/a,,,Party Votes:,R,20713,
PA,Pennsylvania,15,n/a,,Scattered,,W(D),403,
PA,Pennsylvania,15,n/a,,,Party Votes:,D,403,
PA,Pennsylvania,15,n/a,,,District Votes:,,21116,128285
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,16,H6PA16197,Joseph R.,Pitts,,R,25611,101722
PA,Pennsylvania,16,n/a,,Scattered,,W(R),318,
PA,Pennsylvania,16,n/a,,,Party Votes:,R,25929,
PA,Pennsylvania,16,H4PA16085,Tom,Houghton,,D,14386,74513
PA,Pennsylvania,16,H4PA16077,Raja,Kittappa,,D,8541,
PA,Pennsylvania,16,n/a,,Scattered,,W(D),40,
PA,Pennsylvania,16,n/a,,,Party Votes:,D,22967,
PA,Pennsylvania,16,n/a,,,District Votes:,,48896,176235
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,17,H2PA17079,Matt,Cartwright,,D,47992,93680
PA,Pennsylvania,17,n/a,,Scattered,,W(D),686,
PA,Pennsylvania,17,n/a,,,Party Votes:,D,48678,
PA,Pennsylvania,17,H4PA17125,David J.,Moylan,,R,9227,71371
PA,Pennsylvania,17,H4PA17141,Matthew D.,Connolly,,R,7000,
PA,Pennsylvania,17,H4PA17117,Matthew,Dietz,,R,4465,
PA,Pennsylvania,17,n/a,,Scattered,,W(R),154,
PA,Pennsylvania,17,n/a,,,Party Votes:,R,20846,
PA,Pennsylvania,17,n/a,,,District Votes:,,69524,165051
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,18,H2PA18143,Tim,Murphy,,R,19575,166076
PA,Pennsylvania,18,n/a,,Scattered,,W(R),111,
PA,Pennsylvania,18,n/a,,,Party Votes:,R,19686,
PA,Pennsylvania,18,n/a,,Scattered,,W(D),970,
PA,Pennsylvania,18,n/a,,,Party Votes:,D,970,
PA,Pennsylvania,18,n/a,,,District Votes:,,20656,166076
PA,Pennsylvania,,n/a,,,,,,
PA,Pennsylvania,H,n/a,,Scattered (Write-In Votes for All Districts),,W,,5670
PA,Pennsylvania,H,n/a,,,Total State Votes:,,1076927,3329203
,,,n/a,,,,,,
RI,Rhode Island,1,H0RI01073,David N.,Cicilline,,D,38264,87060
RI,Rhode Island,1,H4RI01109,Matthew J.,Fecteau,,D,22467,
RI,Rhode Island,1,n/a,,,Party Votes:,D,60731,
RI,Rhode Island,1,H4RI01125,Cormick Brendan,Lynch,,R,6528,58877
RI,Rhode Island,1,H4RI01117,Stanford,Tran,,R,2484,
RI,Rhode Island,1,n/a,,,Party Votes:,R,9012,
RI,Rhode Island,1,n/a,,Scattered,,W,,407
RI,Rhode Island,1,n/a,Mickey,Mouse,,W,,9
RI,Rhode Island,1,n/a,,,District Votes:,,69743,146353
RI,Rhode Island,,n/a,,,,,,
RI,Rhode Island,2,H0RI02139,James R.,Langevin,,D,44600,105716
RI,Rhode Island,2,n/a,,,Party Votes:,D,44600,
RI,Rhode Island,2,H4RI02107,Rhue R.,Reis,,R,14144,63844
RI,Rhode Island,2,n/a,,,Party Votes:,R,14144,
RI,Rhode Island,2,n/a,,Scattered,,W,,338
RI,Rhode Island,2,H8RI01084,Charles,Picerno,,W,,6
RI,Rhode Island,2,n/a,,,District Votes:,,58744,169904
RI,Rhode Island,,n/a,,,,,,
RI,Rhode Island,H,n/a,,,Total State Votes:,,128487,316257
RI,Rhode Island,,n/a,,,,,,
,,,n/a,,,,,,
SC,South Carolina,1,H4SC01073,Mark,Sanford,,R,Unopposed,119392
SC,South Carolina,1,n/a,,Scattered,,W,,8423
SC,South Carolina,1,n/a,,,District Votes:,,,127815
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,2,H2SC02059,Joe,Wilson,,R,43687,121649
SC,South Carolina,2,H0SC02053,Eddie ,McCain,,R,9842,
SC,South Carolina,2,n/a,,,Party Votes:,R,53529,
SC,South Carolina,2,H8SC02098,Phil ,Black,,D,6699,68719
SC,South Carolina,2,H4SC02055,Ed ,Greenleaf,,D,5663,
SC,South Carolina,2,n/a,,,Party Votes:,D,12362,
SC,South Carolina,2,H4SC02063,'Harold, III',Geddings,,LBR,*,4158
SC,South Carolina,2,n/a,,Scattered,,W,,282
SC,South Carolina,2,n/a,,,District Votes:,,65891,194808
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,3,H0SC03077,Jeff,Duncan,,R,Unopposed,116741
SC,South Carolina,3,H4SC03129,Barbara Jo,Mullis,,D,4989,47181
SC,South Carolina,3,H4SC03111,Hosea,Cleveland,,D,2501,
SC,South Carolina,3,n/a,,,Party Votes:,D,7490,
SC,South Carolina,3,n/a,,Scattered,,W,,87
SC,South Carolina,3,n/a,,,District Votes:,,7490,164009
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,4,H0SC04257,Trey,Gowdy,,R,Unopposed,126452
SC,South Carolina,4,H4SC04085,Curtis E.,McLaughlin,,LIB,*,21969
SC,South Carolina,4,n/a,,Scattered,,W,,628
SC,South Carolina,4,n/a,,,District Votes:,,,149049
SC,South Carolina,5,H0SC05031,Mick ,Mulvaney,,R,Unopposed,103078
SC,South Carolina,5,H4SC05058,Tom ,Adams,,D,Unopposed,66802
SC,South Carolina,5,H4SC05058,Tom ,Adams,,WF,*,5183
SC,South Carolina,5,n/a,,Scattered,,W,,82
SC,South Carolina,5,n/a,,,District Votes:,,,175145
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,6,H2SC02042,James E. "Jim" ,Clyburn,,D,37429,125747
SC,South Carolina,6,H4SC06114,Karen,Smith,,D,6101,
SC,South Carolina,6,n/a,,,Party Votes:,D,43530,
SC,South Carolina,6,H4SC06080,Anthony,Culler,,R,10377,44311
SC,South Carolina,6,H4SC06106,Leon,Winn,,R,5231,
SC,South Carolina,6,n/a,,,Party Votes:,R,15608,
SC,South Carolina,6,H4SC06098,Kevin R.,Umbaugh,,LIB,*,3176
SC,South Carolina,6,n/a,,Scattered,,W,,198
SC,South Carolina,6,n/a,,,District Votes:,,59138,173432
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,7,H2SC07066,Tom ,Rice,,R,Unopposed,102833
SC,South Carolina,7,H4SC07013,Gloria,Bromell-Tinubu,,D,Unopposed,68576
SC,South Carolina,7,n/a,,Scattered,,W,,115
SC,South Carolina,7,n/a,,,District Votes:,,,171524
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,H,n/a,,,Total State Votes:,,132519,1155782
SC,South Carolina,,n/a,,,,,,
SC,South Carolina,,n/a,,,,,,
,,,n/a,,,,,,
SD,South Dakota,0,H0SD00054 ,Kristi,Noem,,R,Unopposed,183834
SD,South Dakota,0,H4SD00049 ,Corinna,Robinson,,D,Unopposed,92485
SD,South Dakota,0,n/a,,,District Votes:,,,276319
SD,South Dakota,0,n/a,,,Total State Votes:,,,276319
SD,South Dakota,,n/a,,,,,,
,,,n/a,,,,,,
TN,Tennessee,1,H6TN01388,Phil,Roe,,R,73212,115533
TN,Tennessee,1,H4TN01128,Daniel J.,Hartley,,R,7582,
TN,Tennessee,1,H4TN01136,John Paul,Rader,,R,6663,
TN,Tennessee,1,n/a,,,Party Votes:,R,87457,
TN,Tennessee,1,H4TN01144,Robert D.,Franklin,,IND,,9906
TN,Tennessee,1,H6TN01495,Robert N.,Smith,,GRE,,9869
TN,Tennessee,1,H2TN01098,Michael D.,Salyer,,IND,,4148
TN,Tennessee,1,n/a,Scott,Kudialis,,W,,14
TN,Tennessee,1,n/a,,,District Votes:,,87457,139470
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,2,H8TN02069,'John J., Jr.',Duncan,,R,50532,120883
TN,Tennessee,2,H4TN02068,Jason,Zachary,,R,33054,
TN,Tennessee,2,n/a,,,Party Votes:,R,83586,
TN,Tennessee,2,H8TN02028,Bob,Scott,,D,12715,37612
TN,Tennessee,2,n/a,,,Party Votes:,D,12715,
TN,Tennessee,2,H4TN02076,Casey Adam,Gouge,,IND,,4223
TN,Tennessee,2,H2TN02112,Norris,Dryer,,GRE,,4033
TN,Tennessee,2,n/a,,,District Votes:,,96301,166751
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,3,H0TN03254,Chuck,Fleischmann,,R,46556,97344
TN,Tennessee,3,H2TN03128,Weston,Wamp,,R,45082,
TN,Tennessee,3,n/a,Harry,Lane,,W(R),2,
TN,Tennessee,3,n/a,,,Party Votes:,R,91640,
TN,Tennessee,3,H2TN03144,Mary M.,Headrick,,D,23646,53983
TN,Tennessee,3,n/a,,,Party Votes:,D,23646,
TN,Tennessee,3,H4TN03181,Cassandra J.,Mitchell,,IND,,4770
TN,Tennessee,3,n/a,,,District Votes:,,115286,156097
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,4,H0TN04195,Scott,DesJarlais,,R,34793,84815
TN,Tennessee,4,H0TN06240,Jim ,Tracy,,R,34755,
TN,Tennessee,4,H4TN04189,John,Anderson,,R,4592,
TN,Tennessee,4,H4TN04163,Steve,Lane,,R,1483,
TN,Tennessee,4,H4TN04197,David R.,Tate,,R,938,
TN,Tennessee,4,H4TN04205,Michael S.,Warden,,R,659,
TN,Tennessee,4,H4TN04155,'Oluyomi "Fapas," Sr.',Faparusi,,R,284,
TN,Tennessee,4,n/a,,,Party Votes:,R,77504,
TN,Tennessee,4,H4TN04171,Lenda ,Sherrell,,D,22859,51357
TN,Tennessee,4,n/a,,,Party Votes:,D,22859,
TN,Tennessee,4,H4TN04213,Robert Rankin,Doggart,,IND,,9246
TN,Tennessee,4,n/a,,,District Votes:,,100363,145418
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,5,H2TN05131,Jim,Cooper,,D,40831,96148
TN,Tennessee,5,n/a,,,Party Votes:,D,40831,
TN,Tennessee,5,H0TN05150,Bob,Ries,,R,11415,55078
TN,Tennessee,5,H4TN05087,Chris,Carter,,R,9004,
TN,Tennessee,5,H0TN05275,John "Big John",Smith,,R,5330,
TN,Tennessee,5,H4TN05095,Ronnie,Holden,,R,4434,
TN,Tennessee,5,n/a,,,Party Votes:,R,30183,
TN,Tennessee,5,H4TN05103,Paul,Deakin,,IND,,3050
TN,Tennessee,5,n/a,,,District Votes:,,71014,154276
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,6,H0TN06257,Diane,Black,,R,67907,115231
TN,Tennessee,6,H4TN06176,Jerry,Lowery,,R,20664,
TN,Tennessee,6,n/a,,,Party Votes:,R,88571,
TN,Tennessee,6,H4TN06168,Amos Scott,Powers,,D,22347,37232
TN,Tennessee,6,n/a,,,Party Votes:,D,22347,
TN,Tennessee,6,H4TN06184,Mike ,Winton,,IND,,9634
TN,Tennessee,6,n/a,,,District Votes:,,110918,162097
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,7,H2TN06030,Marsha,Blackburn,,R,64984,110534
TN,Tennessee,7,H4TN07125,Jacob,Brimm,,R,12202,
TN,Tennessee,7,n/a,,,Party Votes:,R,77186,
TN,Tennessee,7,H4TN07117,Daniel,Cramer,,D,20266,42280
TN,Tennessee,7,H2TN07178,Credo Comlan,Amouzouvik,,D,4751,
TN,Tennessee,7,n/a,,,Party Votes:,D,25017,
TN,Tennessee,7,H2TN07194,Leonard D.,Ladner,,IND,,5093
TN,Tennessee,7,n/a,,,District Votes:,,102203,157907
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,8,H0TN08246,Stephen Lee,Fincher,,R,68472,122255
TN,Tennessee,8,H4TN08081,Dana,Matheny,,R/W,11823,4
TN,Tennessee,8,H4TN08099,John,Mills,,R,6339,
TN,Tennessee,8,n/a,Nicholas,Pegues,,W(R),1,
TN,Tennessee,8,n/a,,,Party Votes:,R,86635,
TN,Tennessee,8,H2TN08119,Wes,Bradley,,D,9400,42433
TN,Tennessee,8,H4TN08057,Rickey,Hobson,,D,9014,
TN,Tennessee,8,H4TN08073,Tom,Reasons,,D,5547,
TN,Tennessee,8,H4TN08065,Lawrence A.,Pivnick,,D,3105,
TN,Tennessee,8,n/a,,,Party Votes:,D,27066,
TN,Tennessee,8,H0TN08329,Mark,Rawles,,CON,,4451
TN,Tennessee,8,H2TN08077,James,Hart,,IND,,3452
TN,Tennessee,8,n/a,,,District Votes:,,113701,172595
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,9,H6TN09068,Steve ,Cohen,,D,45423,87376
TN,Tennessee,9,H4TN09063,Ricky E.,Wilkins,,D,22336,
TN,Tennessee,9,H8TN09023,Isaac,Richmond,,D,876,
TN,Tennessee,9,n/a,,,Party Votes:,D,68635,
TN,Tennessee,9,H0TN09061,Charlotte,Bergmann,,R,18579,27173
TN,Tennessee,9,n/a,,,Party Votes:,R,18579,
TN,Tennessee,9,H4TN09071,Floyd Wayne,Alberson,,IND,,766
TN,Tennessee,9,H4TN09097,Paul,Cook,,IND,,752
TN,Tennessee,9,H4TN09089,Herbert,Bass,,IND,,483
TN,Tennessee,9,n/a,,,District Votes:,,87214,116550
TN,Tennessee,,n/a,,,,,,
TN,Tennessee,H,n/a,,,Total State Votes:,,884457,1371161
TN,Tennessee,,n/a,,,,,,
,,,n/a,,,,,,
TX,Texas,1,H4TX04039,Louie,Gohmert,,R,57830,115084
TX,Texas,1,n/a,,,Party Votes:,R,57830,
TX,Texas,1,H2TX01062,Shirley J.,McKellar,,D,7240,33476
TX,Texas,1,n/a,,,Party Votes:,D,7240,
TX,Texas,1,H2TX01070,Clark,Patterson,,LIB,#,
TX,Texas,1,n/a,,,District Votes:,,65070,148560
TX,Texas,,n/a,,,,,,
TX,Texas,2,H4TX02108,Ted,Poe,,R,34863,101936
TX,Texas,2,n/a,,,Party Votes:,R,34863,
TX,Texas,2,H4TX02157,Niko,Letsos,,D,5906,44462
TX,Texas,2,n/a,,,Party Votes:,D,5906,
TX,Texas,2,H4TX02173,James B.,Veasaw,,LIB,*,2316
TX,Texas,2,H4TX02165,Craig,Cleveland,,LIB,,
TX,Texas,2,H2TX02102,Mark,Roberts,,GRE,*,1312
TX,Texas,2,n/a,,,District Votes:,,40769,150026
TX,Texas,,n/a,,,,,,
